BEAM_SIZE,DATA-SPLIT,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU-5
1.0,VALIDATION,0.737574659040426,0.5685899716978935,0.42018387451798594,0.30471990993657266,0.21967431989549724
3.0,VALIDATION,0.7432105672996778,0.578836334231836,0.4374627476680107,0.32646102258466564,0.24387459713298856
5.0,VALIDATION,0.7382895429709787,0.5757416779114247,0.43645107659472976,0.3276021822432042,0.2458094453220257
7.0,VALIDATION,0.7352802936006929,0.5740916453725541,0.4366055339776084,0.3293171848952021,0.24948636561735923
1.0,TEST,0.7354885077573321,0.567420943548169,0.41902747889321945,0.3051385059519817,0.22072571629702206
3.0,TEST,0.7359465609020572,0.5717947242133837,0.4323522035580939,0.3244008183468323,0.24333659475717656
5.0,TEST,0.7328179031761473,0.5703978867124414,0.43308389327593655,0.3270747393967628,0.2471272539355638
7.0,TEST,0.7287421887612183,0.5655233752366774,0.4281956052698019,0.32383082414566766,0.24561390836599453
