BEAM_SIZE,DATA-SPLIT,BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-L,CIDEr,SPICE
1.0,VALID,0.6526582278480352,0.46386957548743,0.3227122431782423,0.21940069117893235,0.21257321254134603,0.47478180083744553,0.5428847021771852,0.1453966663034915
3.0,VALID,0.6596167848821184,0.47076014766376784,0.32787119659563524,0.22057966254526556,0.20499417446639212,0.4722075309025447,0.5572508165130762,0.149769787556146
5.0,VALID,0.6500394501467752,0.46407579261084164,0.324947963434357,0.22039312688670687,0.19960876276639952,0.4649819418759196,0.5485925421433673,0.1461985706537204
7.0,VALID,0.6414460295137759,0.4595312091729678,0.3206051156288736,0.2177887712501063,0.19516150383963352,0.46205878767399794,0.5433207695940157,0.14527780593035824
1.0,TEST,0.6621228634504649,0.47122212260553714,0.32512202195372925,0.22114604624337528,0.21446328821674762,0.484635943680907,0.5626711445362627,0.1464302571734246
3.0,TEST,0.6699969847175125,0.48275363946250144,0.3395883646502986,0.2343415763573367,0.2143492823186874,0.4852366854688838,0.5871328185449245,0.15488381710587157
5.0,TEST,0.668091418710189,0.4837974685855135,0.3405693319881441,0.23269615647412484,0.21313968690346796,0.48240888780620594,0.5787998624655554,0.15424032215149214
7.0,TEST,0.6627807151601125,0.4790909479055816,0.3372814098819405,0.2310898909750739,0.2099686059267139,0.47629520118848173,0.568565546673857,0.1510055619496384
